Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,ACS19_5yr_B02018001,ACS19_5yr_B02018002,ACS19_5yr_B02018003,ACS19_5yr_B02018004,ACS19_5yr_B02018005,ACS19_5yr_B02018006,ACS19_5yr_B02018007,ACS19_5yr_B02018008,ACS19_5yr_B02018009,ACS19_5yr_B02018010,ACS19_5yr_B02018011,ACS19_5yr_B02018012,ACS19_5yr_B02018013,ACS19_5yr_B02018014,ACS19_5yr_B02018015,ACS19_5yr_B02018016,ACS19_5yr_B02018017,ACS19_5yr_B02018018,ACS19_5yr_B02018019,ACS19_5yr_B02018020,ACS19_5yr_B02018021,ACS19_5yr_B02018022,ACS19_5yr_B02018023,ACS19_5yr_B02018024,ACS19_5yr_B02018001s,ACS19_5yr_B02018002s,ACS19_5yr_B02018003s,ACS19_5yr_B02018004s,ACS19_5yr_B02018005s,ACS19_5yr_B02018006s,ACS19_5yr_B02018007s,ACS19_5yr_B02018008s,ACS19_5yr_B02018009s,ACS19_5yr_B02018010s,ACS19_5yr_B02018011s,ACS19_5yr_B02018012s,ACS19_5yr_B02018013s,ACS19_5yr_B02018014s,ACS19_5yr_B02018015s,ACS19_5yr_B02018016s,ACS19_5yr_B02018017s,ACS19_5yr_B02018018s,ACS19_5yr_B02018019s,ACS19_5yr_B02018020s,ACS19_5yr_B02018021s,ACS19_5yr_B02018022s,ACS19_5yr_B02018023s,ACS19_5yr_B02018024s
"163414054550","32100US163414054550","Moscow city; Moscow","Moscow city; Moscow, ID Micro Area; Idaho","id","321","00","ACSSF","0002525",,,,,"16",,,"54550",,,,,,,,,,,"34140",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,25319,1187,151,0,0,0,0,443,118,0,0,115,157,26,0,0,14,0,0,0,37,0,44,0,82,115.1515,76.9697,13.33333,13.33333,13.33333,13.33333,124.2424,46.06061,13.33333,13.33333,49.69697,82.42424,16.36364,13.33333,13.33333,14.54545,13.33333,13.33333,13.33333,27.87879,13.33333,26.06061,13.33333,56.9697
"163430054730","32100US163430054730","Mountain Home city; Mountain Home","Mountain Home city; Mountain Home, ID Micro Area; Idaho","id","321","00","ACSSF","0002526",,,,,"16",,,"54730",,,,,,,,,,,"34300",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14166,830,26,0,0,0,0,207,398,0,0,108,12,15,0,0,0,0,0,0,0,23,0,0,41,101.8182,24.84848,11.51515,11.51515,11.51515,11.51515,82.42424,81.21212,11.51515,11.51515,55.75758,11.51515,15.15152,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,15.75758,11.51515,11.51515,33.93939
"163854064090","32100US163854064090","Pocatello city; Pocatello","Pocatello city; Pocatello, ID Metro Area; Idaho","id","321","00","ACSSF","0002527",,,,,"16",,,"64090",,,,,,,,,,,"38540",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,55525,1682,297,0,0,113,0,273,385,0,14,200,106,22,0,0,98,0,24,0,3,18,113,0,16,176.3636,99.39394,16.9697,16.9697,85.45454,16.9697,85.45454,116.9697,16.9697,12.72727,53.93939,42.42424,25.45455,16.9697,16.9697,83.63636,16.9697,23.0303,16.9697,4.242424,18.78788,88.48485,16.9697,12.12121
"163994067420","32100US163994067420","Rexburg city; Rexburg","Rexburg city; Rexburg, ID Micro Area; Idaho","id","321","00","ACSSF","0002528",,,,,"16",,,"67420",,,,,,,,,,,"39940",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,28414,977,0,0,0,0,0,252,402,95,0,184,0,0,0,0,22,0,0,0,0,0,0,0,22,66.66666,13.33333,13.33333,13.33333,13.33333,13.33333,166.6667,136.3636,65.45454,13.33333,91.51515,13.33333,13.33333,13.33333,13.33333,20,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,19.39394
"164176072100","32100US164176072100","Sandpoint city; Sandpoint","Sandpoint city; Sandpoint, ID Micro Area; Idaho","id","321","00","ACSSF","0002529",,,,,"16",,,"72100",,,,,,,,,,,"41760",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,8386,181,0,0,0,0,0,99,27,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55.15152,10.30303,10.30303,10.30303,10.30303,10.30303,53.33333,23.0303,10.30303,10.30303,10.30303,29.69697,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303
"164630082810","32100US164630082810","Twin Falls city; Twin Falls","Twin Falls city; Twin Falls, ID Metro Area; Idaho","id","321","00","ACSSF","0002530",,,,,"16",,,"82810",,,,,,,,,,,"46300",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,48951,2058,22,0,0,193,67,162,449,0,0,163,239,0,117,12,407,0,0,0,0,0,0,0,227,281.2121,28.48485,15.15152,15.15152,104.8485,52.72727,101.8182,170.303,15.15152,15.15152,86.66666,133.9394,15.15152,90.30303,15.15152,192.1212,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,15.15152,104.8485
"171401006613","32100US171401006613","Bloomington city; Bloomington","Bloomington city; Bloomington, IL Metro Area; Illinois","il","321","00","ACSSF","0021587",,,,,"17",,,"06613",,,,,,,,,,,"14010",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,78015,7289,4562,0,0,81,0,950,583,0,20,187,292,19,0,0,0,0,93,0,32,82,190,0,198,332.1212,358.1818,16.36364,16.36364,85.45454,16.36364,202.4242,140,16.36364,20,73.93939,78.18182,17.57576,16.36364,16.36364,16.36364,16.36364,58.78788,16.36364,25.45455,42.42424,73.93939,16.36364,78.18182
"171606011163","32100US171606011163","Carbondale city; Carbondale-Marion","Carbondale city; Carbondale-Marion, IL Metro Area; Illinois","il","321","00","ACSSF","0021588",,,,,"17",,,"11163",,,,,,,,,,,"16060",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,25597,1787,364,149,0,9,58,521,121,0,0,175,80,0,17,0,0,0,0,136,0,8,110,0,39,134.5455,132.1212,98.78788,12.72727,10.90909,42.42424,130.9091,55.75758,12.72727,12.72727,54.54546,46.66667,12.72727,15.15152,12.72727,12.72727,12.72727,12.72727,70.30303,12.72727,8.484848,60,12.72727,37.57576
"171606046916","32100US171606046916","Marion city; Carbondale-Marion","Marion city; Carbondale-Marion, IL Metro Area; Illinois","il","321","00","ACSSF","0021589",,,,,"17",,,"46916",,,,,,,,,,,"16060",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,17595,285,22,0,0,0,0,3,32,0,109,87,0,3,0,0,0,0,15,0,0,0,5,0,9,90.90909,23.0303,10.90909,10.90909,10.90909,10.90909,4.848485,19.39394,10.90909,50.90909,66.66666,10.90909,4.242424,10.90909,10.90909,10.90909,10.90909,12.12121,10.90909,10.90909,10.90909,6.060606,10.90909,8.484848
"171646012164","32100US171646012164","Centralia city (part); Centralia","Centralia city (part); Centralia, IL Micro Area; Illinois","il","321","00","ACSSF","0021590",,,,,"17",,,"12164",,,,,,,,,,,"16460",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,9871,145,51,0,0,0,0,6,59,0,0,0,6,0,0,0,0,0,0,0,0,7,16,0,0,37.57576,25.45455,9.69697,9.69697,9.69697,9.69697,6.666667,35.15152,9.69697,9.69697,9.69697,6.060606,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,7.272727,13.33333,9.69697,9.69697
"171658012385","32100US171658012385","Champaign city; Champaign-Urbana","Champaign city; Champaign-Urbana, IL Metro Area; Illinois","il","321","00","ACSSF","0021591",,,,,"17",,,"12385",,,,,,,,,,,"16580",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,87636,12725,2914,0,0,12,85,4683,1315,0,37,370,1723,88,44,0,53,0,351,0,106,42,663,0,239,406.6667,400.606,16.36364,16.36364,21.81818,77.57576,352.1212,264.2424,16.36364,23.0303,101.8182,258.1818,56.36364,30.90909,16.36364,36.36364,16.36364,143.0303,16.36364,63.63636,23.63636,168.4848,16.36364,89.69697
"171658077005","32100US171658077005","Urbana city; Champaign-Urbana","Urbana city; Champaign-Urbana, IL Metro Area; Illinois","il","321","00","ACSSF","0021592",,,,,"17",,,"77005",,,,,,,,,,,"16580",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,42718,8755,1518,71,0,0,74,4448,510,6,101,179,1014,112,9,9,58,0,111,27,156,126,95,0,131,399.394,258.1818,43.0303,14.54545,14.54545,69.69697,344.8485,151.5152,6.666667,40.60606,58.18182,150.303,61.21212,8.484848,10.30303,27.87879,14.54545,53.33333,20,42.42424,54.54546,38.78788,14.54545,44.84848
"171666012567","32100US171666012567","Charleston city; Charleston-Mattoon","Charleston city; Charleston-Mattoon, IL Micro Area; Illinois","il","321","00","ACSSF","0021593",,,,,"17",,,"12567",,,,,,,,,,,"16660",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,20464,605,230,0,0,0,9,146,71,0,0,16,36,0,8,0,21,0,0,0,0,9,26,0,33,56.36364,84.24242,12.72727,12.72727,12.72727,9.69697,68.48485,55.75758,12.72727,12.72727,11.51515,23.0303,12.72727,9.090909,12.72727,19.39394,12.72727,12.72727,12.72727,12.72727,6.666667,26.06061,12.72727,30.30303
"171666047553","32100US171666047553","Mattoon city; Charleston-Mattoon","Mattoon city; Charleston-Mattoon, IL Micro Area; Illinois","il","321","00","ACSSF","0021594",,,,,"17",,,"47553",,,,,,,,,,,"16660",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,17394,33,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,16.9697,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,8.484848,10.90909,10.90909,11.51515,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,6.666667
"171698007133","32100US171698007133","Bolingbrook village; Chicago-Naperville-Elgin","Bolingbrook village; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021595",,,,,"17",,,"07133",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,74431,10141,4079,93,0,65,119,435,2652,0,44,462,401,0,0,0,0,0,748,161,35,33,133,0,681,573.3333,476.9697,90.90909,16.36364,61.81818,106.0606,100.6061,378.1818,16.36364,28.48485,195.7576,145.4545,16.36364,16.36364,16.36364,16.36364,16.36364,207.8788,121.8182,36.36364,22.42424,75.15151,16.36364,253.3333
"171698014000","32100US171698014000","Chicago city; Chicago-Naperville-Elgin","Chicago city; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021596",,,,,"17",,,"14000",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,2709534,213730,42038,528,70,1335,1438,64023,38879,148,395,9361,14942,445,531,986,1537,6,9343,743,1452,4143,11889,134,9364,2316.97,1433.333,186.0606,42.42424,303.6364,276.3636,1298.788,1550.909,50.30303,75.75758,492.7273,720,94.54546,203.6364,232.7273,375.1515,6.060606,783.6364,206.6667,161.2121,454.5454,916.3636,64.84849,910.9091
"171698019642","32100US171698019642","Des Plaines city; Chicago-Naperville-Elgin","Des Plaines city; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021597",,,,,"17",,,"19642",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,58673,8524,4475,0,0,0,37,380,2274,8,0,160,504,54,0,0,82,0,237,0,0,16,196,0,101,470.303,447.2727,16.36364,16.36364,16.36364,28.48485,94.54546,416.9697,7.272727,16.36364,55.15152,118.1818,35.15152,16.36364,16.36364,73.33334,16.36364,115.1515,16.36364,16.36364,15.75758,78.78788,16.36364,55.75758
"171698023074","32100US171698023074","Elgin city; Chicago-Naperville-Elgin","Elgin city; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021598",,,,,"17",,,"23074",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,112653,7397,1978,0,0,58,0,510,2046,0,0,107,311,1257,18,0,3,0,367,0,0,151,504,0,87,627.2727,483.6364,16.36364,16.36364,34.54546,16.36364,290.9091,415.7576,16.36364,16.36364,57.57576,109.0909,206.6667,13.33333,16.36364,3.636364,16.36364,130.303,16.36364,16.36364,73.33334,214.5455,16.36364,41.81818
"171698024582","32100US171698024582","Evanston city; Chicago-Naperville-Elgin","Evanston city; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021599",,,,,"17",,,"24582",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,74587,8689,1321,0,0,0,76,3402,958,0,8,459,1040,7,16,0,441,0,66,6,170,102,403,9,205,513.3333,172.7273,16.36364,16.36364,16.36364,45.45454,310.303,144.8485,16.36364,6.666667,85.45454,161.8182,8.484848,16.36364,16.36364,261.2121,16.36364,46.06061,6.666667,56.9697,47.87879,121.2121,9.090909,71.51515
"171698035411","32100US171698035411","Hoffman Estates village; Chicago-Naperville-Elgin","Hoffman Estates village; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021600",,,,,"17",,,"35411",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,50841,13234,6319,0,0,0,0,1335,1644,0,13,997,1340,0,0,0,0,0,984,29,19,49,254,0,251,498.1818,489.0909,16.36364,16.36364,16.36364,16.36364,235.1515,263.6364,16.36364,12.12121,183.6364,205.4545,16.36364,16.36364,16.36364,16.36364,16.36364,212.7273,30.30303,18.18182,30.90909,119.3939,16.36364,117.5758
"171698051622","32100US171698051622","Naperville city; Chicago-Naperville-Elgin","Naperville city; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021601",,,,,"17",,,"51622",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,147501,30998,17562,41,0,34,11,6185,1914,0,62,380,2007,61,34,146,78,0,1200,21,506,166,259,0,331,801.2121,883.0303,33.93939,16.36364,30.90909,10.90909,412.7273,330.303,16.36364,36.36364,100,272.7273,40,30.90909,89.09091,52.12121,16.36364,249.697,13.33333,161.8182,76.9697,74.54546,16.36364,87.27273
"171698068003","32100US171698068003","Schaumburg village; Chicago-Naperville-Elgin","Schaumburg village; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021602",,,,,"17",,,"68003",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,74194,20296,11118,114,0,0,81,1440,1974,8,0,1907,1821,0,15,52,13,0,747,0,92,173,281,15,445,834.5455,709.697,54.54546,16.36364,16.36364,66.06061,233.9394,324.2424,7.272727,16.36364,266.6667,317.5757,16.36364,15.15152,35.15152,11.51515,16.36364,193.9394,16.36364,58.78788,104.8485,109.0909,14.54545,109.697
"171698070122","32100US171698070122","Skokie village; Chicago-Naperville-Elgin","Skokie village; Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","321","00","ACSSF","0021603",,,,,"17",,,"70122",,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,63821,20337,5312,84,0,19,70,1790,5133,0,163,627,1175,17,101,257,20,0,2524,0,55,477,1344,0,1169,807.2727,736.3636,46.06061,16.36364,18.18182,39.39394,272.1212,506.0606,16.36364,94.54546,162.4242,209.0909,31.51515,94.54546,133.3333,21.81818,16.36364,456.3636,16.36364,38.18182,262.4243,292.1212,16.36364,341.2121
"171918018563","32100US171918018563","Danville city; Danville","Danville city; Danville, IL Metro Area; Illinois","il","321","00","ACSSF","0021604",,,,,"17",,,"18563",,,,,,,,,,,"19180",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,31246,507,119,0,0,0,0,45,135,0,0,18,9,18,0,0,0,0,21,0,0,0,142,0,0,118.7879,58.18182,14.54545,14.54545,14.54545,14.54545,27.27273,56.9697,14.54545,14.54545,15.15152,9.090909,16.36364,14.54545,14.54545,14.54545,14.54545,19.39394,14.54545,14.54545,14.54545,78.18182,14.54545,14.54545
"171934049867","32100US171934049867","Moline city; Davenport-Moline-Rock Island","Moline city; Davenport-Moline-Rock Island, IA-IL Metro Area (part); Illinois","il","321","00","ACSSF","0021605",,,,,"17",,,"49867",,,,,,,,,,,"19340",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,41920,1439,600,0,0,80,82,4,176,0,0,150,72,60,0,0,0,0,47,0,0,156,2,0,10,334.5454,231.5152,14.54545,14.54545,70.30303,71.51515,4.848485,70.30303,14.54545,14.54545,98.18182,36.36364,36.9697,14.54545,14.54545,14.54545,14.54545,52.12121,14.54545,14.54545,87.87878,6.666667,14.54545,30.90909
"171934065078","32100US171934065078","Rock Island city; Davenport-Moline-Rock Island","Rock Island city; Davenport-Moline-Rock Island, IA-IL Metro Area (part); Illinois","il","321","00","ACSSF","0021606",,,,,"17",,,"65078",,,,,,,,,,,"19340",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,38111,1828,79,0,0,692,0,266,229,0,0,20,223,0,5,0,0,0,46,0,0,129,87,0,52,233.9394,43.63636,14.54545,14.54545,164.8485,14.54545,92.72727,67.27273,14.54545,14.54545,13.93939,92.12122,14.54545,6.060606,14.54545,14.54545,14.54545,25.45455,14.54545,14.54545,92.72727,37.57576,14.54545,30.30303
"171950018823","32100US171950018823","Decatur city; Decatur","Decatur city; Decatur, IL Metro Area; Illinois","il","321","00","ACSSF","0021607",,,,,"17",,,"18823",,,,,,,,,,,"19500",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,72359,1006,88,0,0,0,0,155,196,0,0,52,254,0,0,0,0,0,30,0,0,35,150,0,46,111.5152,33.93939,16.36364,16.36364,16.36364,16.36364,56.36364,59.39394,16.36364,16.36364,23.0303,112.1212,16.36364,16.36364,16.36364,16.36364,16.36364,21.21212,16.36364,16.36364,21.21212,57.57576,16.36364,19.39394
"171994020162","32100US171994020162","Dixon city; Dixon","Dixon city; Dixon, IL Micro Area; Illinois","il","321","00","ACSSF","0021608",,,,,"17",,,"20162",,,,,,,,,,,"19940",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,15433,191,0,0,0,0,0,9,73,0,0,11,17,0,0,0,0,0,37,0,0,0,1,0,43,51.51515,10.90909,10.90909,10.90909,10.90909,10.90909,7.272727,30.30303,10.90909,10.90909,11.51515,14.54545,10.90909,10.90909,10.90909,10.90909,10.90909,27.87879,10.90909,10.90909,10.90909,2.424242,10.90909,27.27273
"172082022736","32100US172082022736","Effingham city; Effingham","Effingham city; Effingham, IL Micro Area; Illinois","il","321","00","ACSSF","0021609",,,,,"17",,,"22736",,,,,,,,,,,"20820",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,12563,197,25,0,0,0,0,0,74,0,0,41,57,0,0,0,0,0,0,0,0,0,0,0,0,51.51515,23.0303,10.90909,10.90909,10.90909,10.90909,10.90909,50.30303,10.90909,10.90909,21.81818,37.57576,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909
"172330027884","32100US172330027884","Freeport city; Freeport","Freeport city; Freeport, IL Micro Area; Illinois","il","321","00","ACSSF","0021610",,,,,"17",,,"27884",,,,,,,,,,,"23300",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,24119,403,128,0,0,0,0,79,134,0,0,38,8,16,0,0,0,0,0,0,0,0,0,0,0,41.21212,60,12.72727,12.72727,12.72727,12.72727,47.27273,46.66667,12.72727,12.72727,23.0303,7.878788,16.9697,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727
"172366028326","32100US172366028326","Galesburg city; Galesburg","Galesburg city; Galesburg, IL Micro Area; Illinois","il","321","00","ACSSF","0021611",,,,,"17",,,"28326",,,,,,,,,,,"23660",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,30689,625,159,0,0,0,0,114,179,0,0,32,28,23,0,0,14,0,23,9,0,19,12,0,13,33.93939,56.36364,14.54545,14.54545,14.54545,14.54545,53.93939,73.93939,14.54545,14.54545,16.9697,13.93939,19.39394,14.54545,14.54545,9.090909,14.54545,15.15152,7.878788,14.54545,14.54545,7.878788,14.54545,19.39394
"172730038115","32100US172730038115","Jacksonville city; Jacksonville","Jacksonville city; Jacksonville, IL Micro Area; Illinois","il","321","00","ACSSF","0021612",,,,,"17",,,"38115",,,,,,,,,,,"27300",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,18859,213,14,0,0,0,0,34,88,0,0,32,0,0,0,0,0,0,0,0,0,24,0,0,21,55.15152,8.484848,10.90909,10.90909,10.90909,10.90909,25.45455,55.75758,10.90909,10.90909,24.24242,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,24.24242,10.90909,10.90909,14.54545
"172810038934","32100US172810038934","Kankakee city; Kankakee","Kankakee city; Kankakee, IL Metro Area; Illinois","il","321","00","ACSSF","0021613",,,,,"17",,,"38934",,,,,,,,,,,"28100",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,25830,211,1,0,0,0,0,104,24,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,45,104.2424,1.818182,12.72727,12.72727,12.72727,12.72727,89.09091,21.21212,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,35.15152,12.72727,12.72727,40.60606
"173066043536","32100US173066043536","Lincoln city; Lincoln","Lincoln city; Lincoln, IL Micro Area; Illinois","il","321","00","ACSSF","0021614",,,,,"17",,,"43536",,,,,,,,,,,"30660",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,13652,246,107,0,0,0,0,47,20,0,0,24,0,0,0,0,0,0,0,0,48,0,0,0,0,25.45455,30.90909,10.90909,10.90909,10.90909,10.90909,26.06061,13.93939,10.90909,10.90909,15.15152,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,36.9697,10.90909,10.90909,10.90909,10.90909
"173138045889","32100US173138045889","Macomb city; Macomb","Macomb city; Macomb, IL Micro Area; Illinois","il","321","00","ACSSF","0021615",,,,,"17",,,"45889",,,,,,,,,,,"31380",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,17857,602,129,0,0,0,0,149,107,0,0,0,13,0,18,0,147,0,23,0,0,0,0,0,16,87.27273,84.84849,10.90909,10.90909,10.90909,10.90909,89.09091,39.39394,10.90909,10.90909,10.90909,12.72727,10.90909,16.9697,10.90909,128.4848,10.90909,28.48485,10.90909,10.90909,10.90909,10.90909,10.90909,15.75758
"173450051180","32100US173450051180","Mount Vernon city; Mount Vernon","Mount Vernon city; Mount Vernon, IL Micro Area; Illinois","il","321","00","ACSSF","0021616",,,,,"17",,,"51180",,,,,,,,,,,"34500",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,14742,315,164,0,0,0,0,5,61,0,0,0,20,8,0,0,0,0,0,7,0,9,24,0,17,61.21212,67.27273,10.90909,10.90909,10.90909,10.90909,3.030303,30.30303,10.90909,10.90909,10.90909,17.57576,6.666667,10.90909,10.90909,10.90909,10.90909,10.90909,6.666667,10.90909,9.69697,14.54545,10.90909,12.72727
"173683756926","32100US173683756926","Ottawa city; Ottawa","Ottawa city; Ottawa, IL Micro Area; Illinois","il","321","00","ACSSF","0021617",,,,,"17",,,"56926",,,,,,,,,,,"36837",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,18792,290,0,0,0,0,0,0,121,0,38,28,8,0,0,0,0,0,0,0,0,51,0,0,44,105.4545,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,69.09091,10.90909,32.72727,18.18182,8.484848,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,52.72727,10.90909,10.90909,38.18182
"173790059000","32100US173790059000","Peoria city; Peoria","Peoria city; Peoria, IL Metro Area; Illinois","il","321","00","ACSSF","0021618",,,,,"17",,,"59000",,,,,,,,,,,"37900",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,113532,8301,4111,55,0,0,0,935,576,0,0,632,473,19,74,0,0,0,281,28,44,11,699,0,363,310.303,328.4849,35.15152,16.36364,16.36364,16.36364,209.697,115.7576,16.36364,16.36364,209.697,140,15.15152,49.09091,16.36364,16.36364,16.36364,122.4242,26.06061,29.69697,9.090909,201.8182,16.36364,129.0909
"173870061015","32100US173870061015","Pontiac city; Pontiac","Pontiac city; Pontiac, IL Micro Area; Illinois","il","321","00","ACSSF","0021619",,,,,"17",,,"61015",,,,,,,,,,,"38700",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,11688,152,0,0,0,0,36,74,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,42.42424,10.90909,10.90909,10.90909,10.90909,28.48485,44.84848,7.878788,10.90909,10.90909,10.90909,31.51515,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909
"173950062367","32100US173950062367","Quincy city; Quincy","Quincy city; Quincy, IL-MO Micro Area (part); Illinois","il","321","00","ACSSF","0021620",,,,,"17",,,"62367",,,,,,,,,,,"39500",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,40280,628,119,0,0,0,0,233,66,0,0,45,78,0,0,0,13,0,8,0,10,0,38,0,18,118.7879,58.18182,14.54545,14.54545,14.54545,14.54545,77.57576,47.87879,14.54545,14.54545,30.30303,49.69697,14.54545,14.54545,14.54545,12.12121,14.54545,7.878788,14.54545,9.090909,14.54545,27.27273,14.54545,16.9697
"174030064746","32100US174030064746","Rochelle city (part); Rochelle","Rochelle city (part); Rochelle, IL Micro Area; Illinois","il","321","00","ACSSF","0021621",,,,,"17",,,"64746",,,,,,,,,,,"40300",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,9160,69,0,0,0,0,0,0,20,0,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,26.66667,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,13.33333,9.69697,9.69697,22.42424,14.54545,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697
